"Data_Status","State","MSN","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"2015F","PA","TEPFB","847814","859857","897401","943921","954982","928083","979776","1012990","1047465","1070639","1083889","1029851","974937","1020084","1025734","1002255","984694","1013389","1071972","1086617","1027198","1033534","1037600","1067081","1103723","1144286","1159056","1148269","1146724","1159898","1220956","1182776","1244632","1230033","1265455","1305375","1256614","1299202","1296875","1233800","1264320","1292192","1261191","1310419","1352315","1351407"
"2015F","PA","TERFB","151792","140372","139262","143795","148366","144679","149875","150384","149795","148660","133912","78213","74467","90152","87322","71922","83637","88135","99458","104004","101931","98511","110476","97886","101307","106548","97435","111680","107003","108663","104148","119392","113849","118366","127495","141195","130982","127344","119353","127363","114199","117446","98242","90826","86457","90366"
"2015F","PA","TETCB","4107115","4045173","4188065","4294664","4124338","3914259","4164563","4127671","4129035","4250339","3996851","3810424","3363923","3377784","3605399","3434629","3378937","3552531","3714260","3739167","3636082","3573244","3676121","3748244","3822074","3879557","3912515","3876384","3716760","3753483","3927702","3834891","3894948","3944211","3991061","4013932","3885427","3962853","3943915","3628304","3751884","3723946","3622716","3824906","3950606","3881366"
"2015F","PA","TNSCB","3259301","3185316","3290664","3350744","3169353","2986178","3184789","3114681","3081568","3179698","2916147","2791291","2394748","2361642","2579748","2432605","2394444","2539400","2642547","2652858","2609108","2539934","2638652","2681272","2718601","2735341","2753723","2728250","2570116","2593704","2707009","2652224","2650417","2714300","2725728","2708679","2628919","2663771","2647141","2394657","2487564","2431758","2361527","2514487","2598301","2529978"
"2015F","PA","WDRSB","5948","5664","5819","5164","5319","6033","7197","8276","10728","12886","15482","17602","15435","19548","13969","14390","13108","11685","12470","12608","15751","16512","17325","14962","14202","14202","14748","8372","7440","7635","8223","7571","7685","8090","8292","9347","8290","9163","10254","14607","12753","13043","12173","16810","17113","12749"
"2015F","PA","WDRXB","14537","13841","14219","12620","12999","14744","17588","20224","26217","31490","37835","43016","37719","47770","34138","35166","32032","28556","30475","30810","10241","10736","11264","9728","9234","9234","9589","5443","4837","4964","5346","4922","4997","5260","5391","6077","5390","5957","6667","9497","8291","8480","7915","10930","11126","8289"
"2015F","PA","WWCSB","112","107","110","98","101","114","136","157","204","244","384","423","350","443","313","342","385","397","439","1021","1721","1797","2727","2813","2811","3362","3289","2507","2444","2975","2879","2707","3189","3216","3085","3122","2972","3148","3295","3738","3876","3723","3899","4090","4542","4652"
"2015F","PA","WWCXB","273","261","269","239","246","280","332","384","499","597","939","1034","854","1083","766","836","940","971","1072","2496","1119","1168","4213","4470","4186","3771","3926","3573","3414","2945","3179","1709","1313","1497","1319","1527","1389","1378","1366","1733","1597","1570","1117","1294","1329","1451"
"2015F","PA","WWISB","5284","5321","5523","6294","6356","5934","6744","6983","7360","8006","12420","13109","12681","14324","14613","14552","11405","11357","11815","12425","11210","11389","11781","12302","15273","21986","20678","22883","18470","19960","19679","14126","15852","16439","14330","16826","16857","16525","16889","14148","17039","24979","25366","31981","28187","26454"
"2015F","PA","WWIXB","27035","27222","28258","32200","32516","30358","34502","35725","37653","40962","62138","65584","63447","71664","73112","72804","44171","43268","44630","18129","12488","12585","12073","11678","12609","11245","17723","18949","17813","18544","18366","21484","14395","14673","17961","15728","13430","13993","13454","14783","13092","17804","17847","14873","14602","14579"
"2015F","PA","WYCCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","PA","WYICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","RI","CLOSB","42","33","20","19","20","54","56","25","47","62","96","50","0","0","49","98","583","25","4308","597","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","RI","CLRFB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","RI","COICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","RI","DFISB","3915","3542","3484","3157","2565","2565","2781","2864","2826","2291","2417","1871","1882","2121","2495","1604","1864","3610","1807","2021","1624","1545","1908","1795","1978","1630","1708","1991","1448","1365","961","698","881","1416","1458","1187","1252","946","557","937","859","715","586","499","664","546"
"2015F","RI","DFRFB","0","0","0","3","173","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","RI","EMLCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","RI","ESISB","4113","4260","4560","4868","4720","4065","4483","4505","4599","4732","4773","4578","4042","4321","4580","4436","4525","4642","4644","4639","4621","4651","4637","4841","4703","4687","4609","4730","4974","3952","4755","4729","4542","4466","4588","4264","4065","3996","3669","3379","3278","3125","3151","3149","3027","2725"
"2015F","RI","ESRFB","162","169","189","206","173","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","RI","GECCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","RI","GEICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","RI","GERCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","7","7","8","9","11","14","17","20","127","57","57","57","57"
"2015F","RI","HYCCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","RI","HYICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","RI","LGISB","604","584","743","933","799","1083","1187","1317","1069","640","543","451","599","518","323","533","954","1094","842","592","557","434","456","456","421","426","397","136","152","699","419","509","735","369","268","498","558","411","299","295","259","286","324","361","334","335"
"2015F","RI","LGRFB","0","0","0","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","RI","LOTCB","32418","34833","36959","39316","37821","36432","39421","39389","40924","41302","42057","40248","39532","41380","41812","42433","43305","44873","46986","50092","53916","44059","36989","36684","35623","35956","32375","30344","30101","34770","35639","36211","39714","46560","47774","43295","43152","42124","36918","33483","36972","34526","37573","44221","41022","40046"
"2015F","RI","NGISB","5839","6273","4332","4450","4479","5901","4884","9201","4698","5888","5194","5306","5109","5255","5552","4771","3552","4513","4573","4747","4498","27593","48714","9712","42300","36049","28385","25351","43424","35570","8417","6307","4590","4566","5679","6014","6505","6883","6940","7924","8218","7640","8079","8416","8237","8867"
"2015F","RI","NGLPB","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","RI","NGPZB","28","25","16","19","22","22","12","15","12","36","156","114","178","166","136","146","86","67","122","119","121","165","363","219","378","635","753","867","345","250","309","290","342","393","316","709","817","843","886","922","1502","1027","1054","1121","3106","3193"
"2015F","RI","NGRFB","24","13","59","67","61","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","RI","P5RFB","583","542","572","559","538","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","RI","PCISB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","RI","PCRFB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","RI","RFISB","19674","22075","22719","21479","16543","12046","15786","16617","11670","5478","4110","4638","3896","2966","4049","6118","7325","5260","3983","3098","2846","2366","2858","3729","2919","2340","1978","1853","1849","1674","1615","1283","1568","1952","1733","1828","1366","1103","483","1438","548","592","149","34","62","107"
"2015F","RI","RFRFB","732","626","697","863","410","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","RI","SFCCB","","","","","","","","","","","64","229","192","148","25","34","48","29","109","58","11","10","12","16","0","3","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","RI","SFINB","","","","","","","","","","","49","173","132","108","18","21","25","14","58","31","6","34","65","17","0","10","10","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","RI","SFRCB","","","","","","","","","","","133","482","398","293","50","68","115","52","231","122","24","22","27","34","0","5","7","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","RI","SOCCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","2","22","21","19","17","17","54","97","91","93","100"
"2015F","RI","SOICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","RI","SORCB","","","","","","","","","","","","","","","","","","","","30","38","42","43","43","43","42","41","39","38","35","32","29","26","23","21","23","33","37","45","45","46","47","52","53","54","64"
"2015F","RI","TEPFB","36530","38601","40907","43533","41667","38488","41789","42051","44210","44894","46582","44356","43324","45970","44906","45630","46186","46923","49227","52478","55400","45655","38853","38493","37683","38280","34850","32500","31631","36241","37226","37567","41043","47983","49137","44364","44306","43336","38211","35139","39142","36371","39379","46272","45146","44110"
"2015F","RI","TERFB","1502","1349","1516","1700","1360","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
